1
1000 100000
335 960 2
318 803 1
755 772 1
380 975 2
370 491 1
256 848 2
544 830 1
51 316 2
325 630 2
196 607 1
604 655 2
451 588 1
4 492 2
537 945 1
576 994 1
162 216 2
124 818 2
858 862 1
357 901 2
338 846 1
440 813 1
600 781 1
143 498 1
95 121 1
327 454 1
588 708 2
360 416 1
362 598 2
213 674 1
533 974 2
37 336 2
313 966 1
20 437 1
380 819 2
666 790 1
408 914 2
345 515 2
137 971 1
284 792 2
272 762 2
572 683 1
498 736 1
293 419 1
27 41 1
376 602 1
338 930 1
313 814 1
389 742 2
124 688 1
672 746 1
527 743 1
137 787 1
131 529 2
563 763 2
226 506 1
483 848 2
168 600 1
40 485 1
130 626 1
102 377 2
401 568 2
204 547 2
468 884 2
681 948 1
84 686 2
21 367 2
653 793 2
869 870 1
157 666 2
369 664 1
439 802 2
188 360 2
284 965 1
20 682 2
459 860 1
640 915 2
144 607 2
362 419 2
942 965 2
406 494 2
611 876 2
462 934 1
146 886 1
111 311 2
2 983 2
615 857 1
657 861 1
290 943 2
464 631 2
821 856 2
476 513 1
900 927 2
297 646 1
74 555 1
378 693 2
184 497 2
491 791 2
107 623 1
372 434 1
250 338 1
62 679 1
432 873 1
205 621 2
205 993 1
725 768 2
28 886 1
141 948 1
711 996 2
250 924 1
861 967 2
295 368 2
376 833 1
194 996 2
520 662 1
325 559 2
621 865 1
309 548 1
421 719 1
555 606 1
185 805 2
193 394 2
480 942 1
442 665 2
620 944 1
233 904 2
719 956 2
461 565 1
177 547 2
26 796 1
348 951 2
75 179 1
173 727 1
51 501 1
186 847 1
627 736 2
621 889 2
644 777 1
510 555 1
320 501 1
6 287 1
208 548 1
638 723 2
717 876 2
617 846 2
568 711 2
611 879 2
344 794 2
368 519 1
6 475 1
631 905 1
459 767 1
156 424 1
15 376 2
6 36 2
587 817 2
676 738 2
265 465 1
439 630 2
339 538 1
174 824 2
757 784 1
237 953 2
76 400 1
62 250 1
202 473 2
99 619 2
492 725 2
17 750 1
709 996 2
164 261 2
296 335 1
14 289 2
248 701 2
284 890 1
61 660 2
301 1000 1
369 912 2
97 825 1
355 926 1
233 541 2
356 647 1
43 532 2
19 387 1
646 798 1
21 703 2
469 952 2
183 269 1
750 897 2
188 745 2
49 91 2
16 612 2
438 848 2
201 622 1
324 988 2
716 725 1
170 569 1
95 548 1
273 486 2
540 623 2
608 891 1
216 763 1
222 806 1
393 607 2
579 584 2
91 393 2
96 418 2
6 991 2
79 948 2
764 958 2
40 429 2
506 829 2
44 762 2
549 593 1
155 935 1
156 930 1
489 836 1
77 207 1
279 869 1
638 653 2
402 522 1
232 928 1
478 942 1
500 706 2
926 982 2
770 930 1
598 827 1
381 598 1
97 427 2
11 692 1
538 672 1
510 535 1
427 882 2
51 71 2
539 569 1
371 436 1
86 733 1
320 625 1
318 394 2
26 444 2
334 920 2
51 297 2
195 989 2
403 921 1
746 864 1
210 779 2
467 919 2
18 267 2
355 428 2
516 997 1
304 575 1
56 388 1
298 711 1
285 548 2
213 223 1
647 666 2
244 468 1
324 350 1
589 610 2
389 498 2
36 273 2
550 976 2
232 989 2
44 710 2
76 536 1
69 174 1
114 414 2
345 728 2
35 894 2
66 286 2
447 616 2
523 665 2
46 208 2
291 673 1
50 930 1
967 993 2
585 705 1
391 433 1
239 772 1
375 422 2
332 786 2
179 889 1
486 581 1
591 740 2
422 661 1
486 989 2
721 779 2
864 989 1
64 554 1
99 242 2
286 332 1
920 981 2
636 865 2
227 459 2
128 356 2
158 706 1
282 303 1
241 487 2
292 341 1
124 189 2
224 424 1
114 173 1
543 636 1
364 527 2
105 214 1
284 723 1
294 579 2
195 661 1
777 874 1
482 488 2
81 148 1
398 938 2
444 929 1
355 893 2
213 309 2
100 167 1
549 644 2
686 797 2
101 584 2
103 369 2
465 908 1
351 838 1
223 617 1
662 764 2
501 630 2
171 300 2
132 642 1
206 714 2
443 886 2
273 280 1
159 814 1
600 684 2
206 716 1
323 395 1
208 407 1
733 925 2
326 568 1
76 379 2
167 665 1
248 669 2
6 721 2
370 993 1
321 446 1
225 934 1
442 612 2
41 143 1
390 438 2
297 404 1
409 945 2
250 454 2
116 679 1
443 597 1
439 942 2
605 679 1
168 353 2
130 250 2
162 379 1
262 919 2
52 632 1
279 487 1
365 564 2
151 669 1
515 766 2
31 449 1
61 776 1
504 970 1
419 577 2
286 665 1
574 725 1
121 203 1
566 703 1
228 637 2
436 600 1
259 732 1
843 913 2
703 957 2
794 924 2
523 531 1
959 982 1
83 805 1
242 778 1
132 421 2
514 714 1
428 797 2
521 943 1
114 620 2
911 923 1
492 775 1
301 437 1
149 430 2
571 922 2
55 502 2
740 742 1
147 998 2
297 432 2
251 815 2
505 972 2
28 53 2
239 878 1
646 907 2
560 682 2
223 333 1
119 150 1
219 437 1
375 939 1
14 649 1
653 849 2
166 788 1
617 953 2
382 968 1
160 360 1
238 625 2
292 941 1
462 819 1
602 974 2
342 999 1
879 932 1
635 751 2
850 947 1
201 931 2
155 304 2
47 317 1
516 882 1
212 929 2
291 721 1
118 867 1
52 529 2
53 104 2
179 444 2
55 318 1
29 670 1
180 822 2
786 801 2
626 918 2
662 735 1
462 506 1
815 861 1
132 895 2
383 440 1
100 187 1
817 980 1
107 148 1
225 786 2
114 338 1
458 598 2
423 910 1
438 503 1
13 812 2
750 762 2
490 875 2
468 677 2
393 508 2
320 973 2
33 224 1
777 918 1
188 628 1
94 960 1
282 606 2
79 273 1
321 838 2
664 933 2
389 745 1
299 435 1
475 686 2
127 827 1
174 799 1
497 583 1
524 926 2
234 897 1
240 906 2
247 820 2
296 524 2
378 669 2
644 693 1
118 492 1
387 668 1
240 429 2
502 579 2
761 820 1
10 351 1
225 978 2
32 973 2
465 516 2
347 623 2
756 764 2
281 503 1
500 728 2
288 425 2
309 985 2
318 925 2
77 78 2
124 639 2
123 627 2
251 999 2
19 113 2
1 169 2
816 863 2
425 843 2
644 814 2
20 76 2
519 764 2
74 202 2
88 927 2
734 861 1
169 440 1
718 781 1
586 635 1
757 796 2
90 702 2
207 865 1
315 950 2
389 584 1
139 167 1
432 760 1
256 528 1
143 674 2
125 716 1
344 409 2
186 773 1
633 742 1
340 645 2
576 851 2
234 827 1
99 917 1
61 573 1
685 929 1
404 915 2
364 731 2
219 836 1
346 657 1
337 754 1
793 826 2
48 935 1
513 938 1
418 983 2
358 774 2
373 664 2
179 212 1
532 722 1
606 719 1
66 414 2
532 714 2
107 763 1
246 770 2
201 534 2
351 1000 2
501 549 2
26 785 2
13 183 1
145 540 2
718 806 2
153 665 2
390 944 2
256 770 1
487 772 2
4 760 1
193 448 2
243 894 2
265 629 2
64 104 1
44 110 2
299 390 1
36 346 2
168 554 1
803 942 2
508 678 1
79 239 1
421 544 1
59 402 2
69 238 2
453 823 2
513 703 1
30 881 1
126 874 2
434 490 2
364 454 1
109 915 2
503 585 2
5 760 1
502 588 2
562 678 1
521 812 1
77 336 2
382 845 2
780 857 1
368 813 1
58 877 1
132 377 1
945 964 2
254 488 2
535 949 1
255 639 1
210 800 1
442 959 2
7 254 1
525 579 1
54 863 2
711 944 1
546 781 2
280 448 2
535 750 2
480 661 1
12 788 1
423 977 1
742 897 2
329 974 1
225 413 2
217 766 1
158 480 2
390 889 1
612 646 2
178 743 1
94 491 2
61 375 2
227 235 1
56 365 1
62 289 1
824 825 1
464 988 1
121 785 1
75 126 2
509 599 2
534 809 1
803 827 2
373 385 2
408 977 1
74 756 2
10 410 1
121 576 2
421 620 2
643 693 2
50 418 2
63 367 2
859 897 1
79 175 2
450 962 1
661 743 2
289 956 1
104 311 1
96 872 1
439 744 2
461 818 1
438 918 2
266 294 2
244 639 1
214 765 2
552 863 1
91 560 2
180 967 2
338 799 1
80 680 2
415 617 1
8 570 1
471 764 2
96 807 2
14 735 1
295 585 1
598 612 2
392 495 1
76 293 2
24 745 1
83 315 1
262 816 1
23 266 1
369 377 2
214 462 2
234 409 1
137 934 1
588 902 1
506 654 1
425 908 2
461 998 2
650 725 1
23 234 1
59 88 2
85 960 2
299 825 2
586 800 1
183 264 1
987 993 1
735 817 2
624 800 2
416 934 2
69 239 2
17 55 1
444 599 2
794 907 1
641 997 2
51 563 2
175 562 1
699 795 2
618 862 1
576 702 1
107 182 2
374 557 1
368 921 2
172 617 1
260 488 2
704 795 2
883 891 2
470 695 1
440 504 2
462 632 2
311 559 2
223 665 2
7 160 1
470 701 1
526 715 1
89 648 1
212 603 1
118 755 2
403 688 2
320 786 1
362 886 2
388 954 2
50 128 2
366 446 1
823 916 2
430 710 2
38 124 1
407 631 1
61 343 1
67 832 1
104 360 1
267 814 2
406 819 1
287 967 1
421 730 2
258 299 1
483 505 1
158 656 2
518 637 2
376 724 1
161 910 1
298 948 1
164 766 1
591 725 1
2 321 1
61 167 2
29 755 1
155 796 1
324 556 2
720 877 1
280 828 1
181 962 1
92 589 1
71 123 1
588 668 2
274 521 1
465 723 1
365 431 1
337 491 2
314 525 2
509 953 1
37 456 1
109 207 2
221 657 1
383 982 2
259 530 2
942 955 2
333 841 2
5 678 2
288 451 1
275 955 2
506 563 2
334 355 1
32 404 2
496 601 2
63 658 2
206 826 1
419 982 2
178 770 1
80 111 2
102 758 1
33 104 2
203 984 1
477 583 1
57 263 2
73 323 2
160 890 2
512 784 2
549 707 2
35 586 2
647 996 2
376 953 2
268 964 2
559 882 2
200 554 1
133 245 1
587 680 2
526 740 1
198 564 2
771 922 1
105 266 1
333 799 2
235 719 2
72 634 1
277 868 2
289 378 2
6 549 1
76 916 2
245 953 1
293 746 2
73 114 1
196 679 2
33 494 1
95 595 2
607 884 1
25 933 1
141 697 2
610 773 1
42 551 1
665 863 2
158 552 2
37 350 2
634 865 2
308 967 2
771 943 1
54 91 1
56 346 2
259 861 1
150 960 2
659 804 2
26 929 1
123 411 1
50 646 1
44 276 1
550 558 2
174 481 1
34 861 1
152 544 2
156 636 2
232 719 1
622 765 2
47 851 1
68 280 2
46 262 2
150 718 1
273 779 1
455 912 2
84 249 2
90 467 1
513 884 1
463 532 1
444 861 1
168 463 1
247 877 2
676 848 2
166 745 1
1 877 2
554 962 1
123 379 1
87 944 2
479 630 1
368 550 1
14 316 1
640 712 1
59 968 1
675 841 2
603 700 1
41 218 2
231 235 2
165 441 2
74 444 2
607 786 1
669 691 1
405 533 1
59 420 1
315 726 1
35 590 1
40 322 2
15 210 1
106 810 1
151 731 2
419 908 2
128 982 2
256 829 2
412 566 2
39 782 2
482 559 2
326 471 1
699 745 1
548 624 1
95 466 1
524 963 1
471 774 2
444 874 1
141 962 2
609 991 2
285 676 2
158 787 2
76 527 2
31 119 1
104 692 2
255 497 2
17 289 2
61 843 1
129 748 1
86 245 2
445 960 2
94 497 2
137 262 2
506 751 1
684 823 2
465 930 1
778 957 1
343 919 1
101 183 1
8 802 1
176 486 1
48 852 1
169 217 2
241 417 2
597 962 2
45 947 1
689 716 1
47 438 2
169 718 2
122 274 1
265 275 2
776 966 1
259 825 2
365 893 2
420 971 1
661 769 2
291 919 2
756 776 2
86 888 2
667 977 2
416 495 1
114 696 2
67 144 2
746 953 2
247 945 1
168 673 2
285 880 2
213 915 2
33 213 1
239 763 2
195 367 1
32 40 1
434 988 2
778 895 1
715 768 2
8 514 1
307 444 2
734 842 2
349 716 2
555 600 2
523 908 2
196 448 1
66 672 2
141 296 1
387 618 2
650 1000 2
759 884 2
113 299 2
558 672 1
378 710 2
124 588 2
84 913 2
628 918 1
235 644 1
143 762 1
216 559 2
551 857 1
159 885 2
508 673 2
122 583 1
463 768 1
166 959 2
182 235 1
7 710 1
484 689 2
264 974 2
225 564 2
249 566 2
103 889 2
416 761 1
101 744 2
376 620 2
69 387 1
419 780 1
47 847 1
150 232 1
812 872 1
499 933 2
292 402 2
154 462 1
177 963 1
416 772 2
183 686 2
14 120 1
355 714 1
220 328 2
211 962 2
721 968 2
263 724 2
507 621 1
568 746 1
215 391 2
77 156 2
117 906 1
701 768 1
16 525 2
273 529 1
32 571 2
465 496 1
185 304 1
915 980 1
209 218 2
57 949 1
203 440 1
205 276 2
494 937 2
295 906 1
270 322 1
432 847 1
425 602 2
43 229 1
722 989 1
674 821 2
349 793 2
252 916 2
233 641 1
89 197 2
110 841 1
72 369 2
35 335 2
269 655 1
575 629 1
54 969 1
339 366 1
810 913 2
167 828 2
33 902 2
286 496 1
268 500 1
361 858 1
241 327 1
162 617 1
304 336 1
304 807 1
98 905 1
915 927 2
57 326 2
829 981 2
402 620 1
99 898 2
707 797 2
312 765 2
332 360 2
661 834 1
655 692 2
135 819 2
141 621 1
50 94 2
104 995 2
63 961 1
150 680 1
707 970 2
517 587 1
724 736 2
260 782 2
625 963 1
384 692 1
91 828 2
226 424 2
176 347 1
120 573 1
247 571 2
171 389 1
448 486 2
194 312 1
234 935 2
8 711 1
663 682 2
376 599 2
876 975 1
494 529 2
110 925 1
310 859 2
290 715 1
563 641 1
613 906 1
18 824 2
490 510 2
283 361 2
243 859 1
167 855 2
14 842 1
16 396 2
119 757 2
330 550 1
206 550 2
273 931 2
489 549 1
441 522 2
536 869 2
919 922 1
458 603 2
730 970 1
105 382 1
249 453 2
232 512 2
825 930 1
369 860 1
815 867 1
65 777 1
431 455 1
14 968 2
281 495 1
555 598 1
378 974 2
75 95 2
129 134 2
23 599 1
286 672 2
411 628 1
619 856 1
6 420 1
906 965 2
349 506 1
299 665 1
254 255 2
452 538 1
640 983 1
550 830 2
201 582 1
151 298 1
399 675 1
51 661 1
253 307 2
39 586 1
530 604 1
181 625 2
534 638 2
130 806 1
456 551 1
204 393 1
374 558 1
663 874 2
1 467 1
631 673 2
113 932 1
21 39 2
248 550 1
523 698 1
62 192 1
778 930 2
647 801 2
605 853 2
342 657 2
641 977 1
585 723 1
511 859 2
283 442 1
209 479 2
869 896 1
431 630 1
127 160 2
481 874 1
435 733 2
260 275 2
198 904 2
249 919 2
598 756 1
79 406 1
661 681 1
543 739 2
192 260 1
989 994 2
165 519 2
392 918 2
515 634 1
746 912 2
803 952 1
448 492 1
827 877 1
213 648 1
349 368 2
885 914 1
251 987 2
35 171 2
49 220 2
308 478 1
585 879 2
99 559 2
633 768 2
108 834 2
133 873 1
35 933 1
193 627 1
173 487 2
150 470 1
229 420 2
618 759 1
87 470 2
44 513 2
737 912 1
194 546 1
879 973 2
391 518 1
143 713 2
338 828 1
172 562 1
271 549 2
120 528 1
782 991 2
602 979 2
35 260 1
68 849 1
494 572 1
280 864 1
254 481 1
685 829 1
703 911 2
302 825 1
409 716 1
87 294 1
212 299 2
237 870 2
421 513 2
210 896 2
913 934 1
509 601 1
122 508 1
195 267 1
466 823 2
42 470 2
10 722 1
322 380 2
66 983 2
183 360 2
83 650 2
393 734 1
348 368 2
314 853 1
332 535 2
427 947 1
302 874 2
122 226 1
376 601 1
51 961 2
581 660 1
87 544 1
325 731 1
472 966 2
348 627 2
558 583 1
499 599 1
973 974 1
412 605 2
380 440 1
253 420 2
96 781 2
692 787 1
8 89 1
64 68 1
149 354 1
227 992 1
576 875 2
548 878 2
192 651 1
211 647 1
93 149 2
196 884 2
214 884 1
165 783 2
903 911 2
379 691 1
562 615 1
531 766 2
282 820 2
344 669 1
117 642 1
448 898 1
382 802 2
540 863 2
187 821 1
29 61 1
66 78 2
487 756 2
569 666 1
124 546 2
40 223 1
190 476 2
304 781 1
415 808 1
530 700 1
85 409 2
370 803 1
71 74 1
103 203 1
36 752 1
826 996 1
15 150 2
612 792 1
27 901 1
572 604 1
180 457 1
292 721 1
69 342 1
569 957 1
206 320 2
230 924 1
380 915 2
179 577 1
437 840 2
357 382 1
124 833 1
198 690 1
44 489 1
33 126 1
182 837 1
515 948 1
22 978 2
155 784 1
187 933 1
150 918 1
24 500 2
355 916 2
231 347 2
602 787 1
266 979 1
426 738 1
188 724 2
344 608 1
195 475 2
172 281 2
67 551 1
548 811 2
454 479 2
305 652 1
177 959 1
844 974 2
190 239 2
6 721 1
95 177 2
486 872 1
437 709 1
142 819 2
163 656 2
594 681 2
449 671 2
271 309 1
446 824 2
185 299 2
395 742 1
834 951 2
185 487 2
639 645 2
397 958 1
434 561 1
147 785 1
131 616 1
524 898 2
310 943 2
322 787 2
303 807 2
443 483 2
98 960 1
380 716 1
430 947 2
81 539 2
232 349 1
308 435 2
331 948 2
63 578 2
73 87 2
177 241 1
197 250 1
6 896 2
395 415 1
135 202 2
521 546 2
466 494 1
358 771 1
114 922 1
393 717 2
569 601 1
112 987 1
119 779 2
250 908 1
304 368 2
12 632 2
368 723 1
459 759 2
27 157 2
37 351 1
227 253 1
328 799 1
401 815 1
102 111 1
372 741 1
261 844 1
69 442 2
400 529 1
149 915 2
44 972 2
40 774 2
33 765 2
148 747 1
456 559 1
99 318 2
86 497 2
23 222 2
485 591 1
100 951 2
438 536 1
109 850 1
389 771 2
14 240 2
560 905 1
166 680 2
635 969 1
567 664 2
24 635 2
258 632 1
446 552 1
435 836 1
204 510 1
558 631 1
365 598 1
73 570 2
777 875 2
329 472 1
279 709 2
367 743 1
517 822 2
20 124 1
42 875 1
538 571 2
200 335 1
50 869 2
808 877 2
149 693 2
113 546 1
377 631 1
51 641 1
293 885 1
369 460 1
77 366 1
26 85 1
49 581 2
879 965 1
183 941 1
101 738 2
503 982 1
759 877 2
763 799 1
528 731 2
135 256 2
414 537 1
267 764 2
597 780 2
5 753 1
208 289 1
285 881 1
349 616 1
536 856 1
253 354 1
406 882 1
726 827 1
105 696 1
110 942 2
204 728 1
560 811 2
35 943 1
409 814 2
465 478 1
49 905 1
640 833 1
188 978 1
655 709 2
38 632 1
135 583 1
365 383 2
50 937 1
139 213 2
139 858 2
171 379 1
47 78 2
312 532 1
494 572 2
402 503 2
128 738 1
819 919 2
637 909 2
197 933 2
602 854 1
33 567 1
69 594 2
144 595 1
144 506 1
353 413 1
104 886 1
143 771 1
227 342 2
79 296 2
48 393 2
244 535 2
62 462 1
773 881 1
181 258 1
456 815 1
474 933 1
36 966 2
811 865 1
8 52 1
144 746 1
381 608 2
179 190 1
34 632 2
125 559 1
259 717 1
832 852 2
178 350 2
6 80 1
160 437 1
782 835 2
409 482 1
772 977 1
468 648 2
449 832 2
80 824 1
4 220 2
328 662 2
309 524 2
115 518 1
429 590 2
598 750 1
212 954 1
50 956 1
460 581 2
106 426 1
236 540 1
517 933 2
488 529 2
542 566 1
57 91 2
634 962 1
244 519 2
226 692 1
51 785 2
102 312 2
183 997 2
63 749 2
77 736 2
261 643 2
6 70 1
749 966 2
224 799 1
137 404 2
387 766 1
148 484 2
118 881 1
230 969 1
179 443 1
280 394 2
294 709 1
697 787 2
655 769 1
233 999 1
114 823 2
155 879 2
706 887 2
13 594 2
349 671 2
59 593 1
261 618 2
751 956 1
566 841 2
62 288 2
361 673 2
439 702 2
311 838 2
263 556 1
88 610 1
615 710 2
70 533 2
230 394 1
712 794 1
508 873 2
390 584 1
12 392 2
177 596 2
679 882 1
11 382 1
85 913 1
424 633 1
44 126 2
165 527 1
587 621 1
128 476 1
730 910 1
540 847 1
165 665 2
164 260 2
228 700 2
596 909 2
128 129 2
171 183 2
26 320 1
687 782 2
254 334 1
250 465 1
235 794 2
401 800 2
139 250 1
475 546 2
40 579 2
705 968 2
51 539 2
367 549 1
269 453 1
284 891 2
642 653 2
56 855 1
223 810 1
265 353 1
67 346 1
143 552 2
39 701 1
446 772 2
819 908 2
652 912 1
253 449 2
719 804 2
202 770 2
179 290 1
160 930 2
370 862 1
264 588 2
466 942 2
133 211 2
214 842 1
250 876 1
223 424 1
178 672 1
411 473 2
96 473 1
446 968 1
300 656 2
353 408 2
237 853 2
295 322 2
36 697 2
178 894 2
3 910 1
77 720 2
375 924 1
359 420 1
207 343 1
259 967 1
754 875 1
560 830 2
98 126 2
413 929 2
237 774 1
113 156 1
271 437 1
49 773 1
198 368 2
209 663 2
319 874 1
375 425 2
245 400 2
188 794 1
359 483 1
213 542 2
296 900 2
570 750 1
335 361 2
207 973 2
428 507 2
222 291 1
782 911 2
304 619 2
243 355 1
690 975 2
205 358 1
227 409 2
303 670 1
453 749 1
186 496 1
576 608 2
237 379 1
415 529 2
475 659 1
293 934 2
43 759 1
113 886 2
369 870 2
12 898 2
111 242 2
211 848 1
338 726 2
33 673 2
288 912 1
379 687 1
273 457 1
560 936 2
547 683 1
616 708 1
50 802 2
143 635 1
409 612 2
149 379 1
462 709 1
503 883 1
61 787 2
769 948 2
538 717 2
399 400 2
103 431 2
137 950 2
205 328 1
33 357 1
53 761 1
473 954 2
165 825 2
21 686 1
727 786 2
55 211 1
515 745 2
60 505 2
489 926 2
707 946 2
151 670 2
188 277 1
538 903 2
450 495 1
6 448 2
86 873 2
359 626 1
10 288 2
511 831 2
857 866 1
32 692 1
591 924 2
284 363 2
531 965 1
190 275 2
50 630 2
115 185 2
87 114 1
119 587 1
706 798 1
71 988 2
487 944 2
368 796 2
68 71 1
363 711 2
137 742 1
186 938 1
76 938 1
240 567 1
187 920 1
202 514 2
69 814 1
565 719 1
12 969 1
253 977 1
171 378 2
422 587 2
415 732 1
70 137 2
629 758 2
270 484 2
452 625 2
207 288 2
441 659 1
86 882 2
140 792 2
303 918 2
223 655 2
127 284 2
222 255 1
753 795 1
152 884 2
436 569 2
181 241 1
810 906 2
943 957 2
304 883 1
258 989 2
117 656 2
515 564 1
696 920 2
649 821 1
73 775 1
710 920 2
682 687 1
909 953 2
691 724 2
544 634 2
239 878 2
944 976 2
132 934 2
492 649 1
146 303 2
214 538 2
335 580 2
290 561 2
709 800 1
403 672 1
168 488 2
43 878 2
585 821 1
519 907 2
183 426 1
210 259 2
472 683 2
232 251 1
286 785 2
80 142 1
473 743 2
186 926 1
574 657 1
757 880 2
553 712 2
373 479 1
271 498 1
482 798 1
184 622 2
201 370 1
204 635 1
90 634 2
151 350 2
316 484 2
413 872 1
308 846 2
464 619 1
55 71 1
241 797 2
907 926 1
41 838 2
590 958 1
178 530 1
16 766 2
339 802 1
251 337 2
725 779 1
475 629 2
359 364 2
769 918 2
561 586 1
315 706 1
461 848 1
573 787 2
570 696 2
396 668 1
107 545 2
928 973 2
171 798 1
52 446 2
178 968 2
128 198 1
92 200 2
482 779 2
533 799 1
665 711 1
258 890 1
637 919 1
161 700 2
564 902 1
69 589 1
46 762 2
678 813 1
140 647 2
361 644 2
16 834 1
258 577 2
776 995 1
77 943 2
438 847 1
742 854 2
122 937 1
196 418 1
460 723 2
591 830 1
866 983 1
200 853 1
409 931 1
321 980 2
821 846 2
613 791 2
280 746 2
154 802 1
540 863 1
105 591 1
353 921 2
39 688 2
347 902 1
262 679 1
392 518 2
513 969 2
102 992 1
389 485 1
57 893 1
188 328 2
193 341 1
290 699 2
11 113 1
162 526 1
534 976 1
74 870 1
686 823 1
564 927 1
495 654 2
300 441 2
142 909 1
32 253 2
579 645 1
548 596 2
74 740 1
260 933 1
392 470 2
97 362 2
56 895 2
43 724 1
232 809 2
87 608 1
308 918 1
887 991 1
756 833 1
103 734 2
356 922 2
138 243 1
385 766 1
297 608 1
366 799 1
268 299 1
30 552 2
42 180 2
588 709 1
320 713 1
179 500 1
502 714 1
555 600 1
779 797 2
648 951 1
787 922 2
877 896 2
222 513 2
483 918 2
349 359 1
357 857 2
320 508 1
138 476 2
122 917 1
441 919 2
271 717 1
395 702 2
936 950 1
330 882 2
42 463 1
4 718 2
56 428 2
101 228 1
663 983 2
176 298 1
266 642 1
114 629 1
236 805 1
211 364 1
224 249 2
42 356 2
169 640 1
387 921 1
552 593 2
44 263 1
356 716 2
168 284 2
340 346 2
200 438 1
26 926 2
544 630 2
84 865 1
646 973 1
523 787 1
684 732 1
506 533 1
46 320 1
482 930 2
30 894 2
661 758 1
124 578 2
45 330 2
456 565 1
74 329 2
352 815 2
167 778 1
235 752 1
249 842 2
442 553 1
254 863 1
285 598 2
544 766 2
388 454 2
181 488 1
543 579 2
440 868 1
227 463 2
767 943 2
441 519 1
473 970 2
486 751 2
378 589 1
148 211 1
183 283 2
14 843 2
117 642 2
49 515 1
137 392 2
161 963 2
291 696 1
324 905 2
765 885 1
824 942 2
277 511 2
243 589 2
443 521 1
455 490 1
770 907 2
371 515 1
595 680 1
517 924 2
360 718 1
180 466 1
464 486 1
791 982 2
481 975 1
41 588 2
336 482 1
242 381 1
644 977 2
576 595 1
261 775 1
129 888 2
54 578 1
583 910 2
323 354 1
159 197 1
736 970 1
189 876 2
513 862 1
395 532 2
112 716 2
544 876 2
263 299 2
354 806 1
222 575 1
214 942 2
300 745 1
233 409 2
529 571 1
218 401 2
453 672 2
1 163 2
171 891 2
18 853 1
113 978 2
278 553 1
111 839 2
722 983 2
547 923 1
446 717 1
260 627 1
203 602 1
443 893 1
694 969 2
61 743 2
291 774 2
177 337 1
725 878 2
192 753 2
90 514 2
141 450 1
136 869 1
117 671 1
30 997 1
748 975 1
420 452 2
771 902 2
355 603 1
553 568 1
2 674 1
126 583 1
59 979 2
420 828 2
302 850 1
444 692 2
639 762 2
134 250 1
250 412 1
130 283 1
461 512 1
174 722 2
336 722 1
153 468 2
495 700 2
111 545 2
226 647 2
24 360 1
194 463 1
372 834 1
119 793 2
646 930 2
630 779 1
9 834 2
420 830 1
419 858 2
95 810 2
286 579 2
743 987 1
247 686 1
847 951 1
27 385 2
206 777 1
115 189 1
140 569 1
354 705 1
380 637 2
534 590 2
87 948 1
552 789 2
717 800 2
307 760 2
220 610 2
335 822 1
435 512 2
275 799 2
666 834 2
107 635 1
391 727 1
391 629 2
152 428 1
153 376 2
516 880 1
755 820 2
14 894 1
374 747 2
104 451 2
61 295 1
511 720 1
466 904 1
384 788 1
715 903 1
279 862 1
625 901 1
28 217 1
230 854 2
737 818 1
427 705 1
328 625 2
231 744 2
570 628 2
51 991 1
323 779 2
108 514 2
143 932 1
561 577 1
604 905 1
93 197 2
283 898 1
421 548 2
122 761 2
602 966 2
187 756 2
321 831 1
161 821 2
10 525 1
83 585 1
230 480 2
670 727 2
240 536 2
553 566 2
748 852 1
26 435 2
127 881 2
2 196 2
376 434 1
256 792 2
98 767 1
259 664 1
928 970 1
256 796 2
308 583 2
147 726 1
450 880 1
80 290 2
719 852 1
320 879 2
527 577 1
255 404 1
324 747 2
173 853 1
241 836 1
716 755 1
177 323 2
103 246 2
120 764 2
187 913 1
340 860 2
48 510 1
190 674 2
151 864 1
365 979 1
212 993 1
701 883 1
444 750 1
96 756 1
37 955 1
931 955 1
282 593 2
664 945 1
276 892 2
89 251 1
415 622 1
250 891 1
95 720 2
78 603 1
215 851 2
82 927 2
187 393 1
559 676 1
193 596 1
336 622 2
337 916 1
306 470 1
307 791 1
195 771 1
518 658 2
159 440 2
106 485 2
112 642 2
70 162 2
311 665 2
60 497 1
776 851 2
25 133 2
222 989 2
423 494 1
625 714 2
751 908 2
582 951 2
64 864 1
399 732 2
586 716 2
702 810 1
46 434 1
521 775 1
319 870 1
535 606 2
818 832 2
27 77 1
238 715 1
594 635 1
384 760 1
88 586 1
525 929 1
182 335 1
22 777 1
255 797 1
395 959 2
448 465 2
279 513 2
